word1 word2 word3 word4 analogous_word similarity
Helsinki Finland Luanda Angola Angolan 0.6504548788070679
Helsinki Finland Lusaka Zambia Zambia 0.7368049621582031
Helsinki Finland Madrid Spain Spain 0.7539469003677368
Helsinki Finland Managua Nicaragua Nicaragua 0.6537091135978699
Helsinki Finland Manama Bahrain Bahrain 0.6497601270675659
Helsinki Finland Manila Philippines Philippines 0.7477716207504272
Helsinki Finland Maputo Mozambique Mozambique 0.7242878675460815
Helsinki Finland Minsk Belarus Belarus 0.6789615154266357
Helsinki Finland Mogadishu Somalia Somalia 0.6539497971534729
Helsinki Finland Monrovia Liberia Liberia 0.6035582423210144
Helsinki Finland Montevideo Uruguay Uruguay 0.6155548095703125
Helsinki Finland Moscow Russia Russia 0.7918933629989624
Helsinki Finland Muscat Oman Oman 0.5912171602249146
Helsinki Finland Nairobi Kenya Kenya 0.7374517321586609
Helsinki Finland Nassau Bahamas Nassau_County 0.5442295670509338
Helsinki Finland Niamey Niger Burkina_Faso 0.6155230402946472
Helsinki Finland Nicosia Cyprus Cyprus 0.634445309638977
Helsinki Finland Nouakchott Mauritania Mauritania 0.6459803581237793
Helsinki Finland Nuuk Greenland Norway 0.5291248559951782
Helsinki Finland Oslo Norway Norway 0.7523171901702881
Helsinki Finland Ottawa Canada Canada 0.6696932315826416
Helsinki Finland Paramaribo Suriname Suriname 0.6160274744033813
Helsinki Finland Paris France France 0.7549223899841309
Helsinki Finland Podgorica Montenegro Slovenia 0.6286033987998962
Islamabad Pakistan Jakarta Indonesia Indonesia 0.7932166457176208
Islamabad Pakistan Kabul Afghanistan Afghan 0.7332904934883118
Islamabad Pakistan Kampala Uganda Uganda 0.8081549406051636
Islamabad Pakistan Kathmandu Nepal Nepal 0.8088268041610718
Islamabad Pakistan Khartoum Sudan Sudan 0.8274833559989929
Islamabad Pakistan Kiev Ukraine Ukraine 0.8224829435348511
Islamabad Pakistan Kigali Rwanda Rwanda 0.7674089670181274
Islamabad Pakistan Kingston Jamaica Jamaica 0.5441664457321167
Islamabad Pakistan Libreville Gabon Gabon 0.6915021538734436
Islamabad Pakistan Lilongwe Malawi Malawi 0.717254102230072
Islamabad Pakistan Lima Peru Peru 0.5790496468544006
Islamabad Pakistan Lisbon Portugal Lion_Bertie_Auld 0.6204317212104797
Islamabad Pakistan Ljubljana Slovenia Slovenian 0.6840251684188843
Islamabad Pakistan London England Britain 0.6056548357009888
Islamabad Pakistan Luanda Angola Angolan 0.7437474727630615
Islamabad Pakistan Lusaka Zambia Zambia 0.7911299467086792
Islamabad Pakistan Madrid Spain Spain 0.6914529800415039
Islamabad Pakistan Managua Nicaragua Nicaragua 0.6990524530410767
Islamabad Pakistan Manama Bahrain Bahrain 0.7246286869049072
Islamabad Pakistan Manila Philippines Philippines 0.7742933630943298
Islamabad Pakistan Maputo Mozambique Mozambique 0.7724639177322388
Islamabad Pakistan Minsk Belarus Belarus 0.7819675207138062
Islamabad Pakistan Mogadishu Somalia Somalia 0.7538779973983765
Islamabad Pakistan Monrovia Liberia Liberia 0.7040950059890747
Islamabad Pakistan Montevideo Uruguay Uruguay 0.6346489787101746
Islamabad Pakistan Moscow Russia Russia 0.831927478313446
Islamabad Pakistan Muscat Oman Oman 0.6045034527778625
Islamabad Pakistan Nairobi Kenya Kenya 0.82643061876297
Islamabad Pakistan Nassau Bahamas Nassau_County 0.612267255783081
Islamabad Pakistan Niamey Niger Niger 0.6379678249359131
Islamabad Pakistan Nicosia Cyprus Cyprus 0.6976414918899536
Islamabad Pakistan Nouakchott Mauritania Mauritania 0.6798177361488342
Islamabad Pakistan Nuuk Greenland Norway 0.5246939063072205
Islamabad Pakistan Oslo Norway Norway 0.6795673370361328
Islamabad Pakistan Ottawa Canada Canada 0.6421676874160767
Islamabad Pakistan Paramaribo Suriname Suriname 0.6550489664077759
Islamabad Pakistan Paris France France 0.6944429874420166
Islamabad Pakistan Podgorica Montenegro Serbia 0.6882096529006958
Islamabad Pakistan Quito Ecuador Ecuador 0.7174859046936035
Jakarta Indonesia Kabul Afghanistan Afghanistan 0.6738691329956055
Jakarta Indonesia Kampala Uganda Uganda 0.8086627721786499
Jakarta Indonesia Kathmandu Nepal Nepal 0.82308429479599
Jakarta Indonesia Khartoum Sudan Sudan 0.790706217288971
Jakarta Indonesia Kiev Ukraine Ukraine 0.8503928184509277
Jakarta Indonesia Kigali Rwanda Rwanda 0.7726713418960571
Jakarta Indonesia Kingston Jamaica Jamaica 0.5694827437400818
Jakarta Indonesia Libreville Gabon Gabon 0.708847165107727
Jakarta Indonesia Lilongwe Malawi Malawi 0.7599060535430908
Jakarta Indonesia Lima Peru Peru 0.6716059446334839
Jakarta Indonesia Lisbon Portugal Portugal 0.651385486125946
Jakarta Indonesia Ljubljana Slovenia Slovenia 0.6785814762115479
Jakarta Indonesia London England Britain 0.6896937489509583
Jakarta Indonesia Luanda Angola Angola 0.7165162563323975
Jakarta Indonesia Lusaka Zambia Zambia 0.8255701065063477
Jakarta Indonesia Madrid Spain Spain 0.7631275653839111
Jakarta Indonesia Managua Nicaragua Nicaragua 0.7664322853088379
Jakarta Indonesia Manama Bahrain Bahrain 0.7375000715255737
Jakarta Indonesia Manila Philippines Philippines 0.847896933555603
Jakarta Indonesia Maputo Mozambique Mozambique 0.8077912926673889
Jakarta Indonesia Minsk Belarus Belarus 0.7700872421264648
Jakarta Indonesia Mogadishu Somalia Somalia 0.7461721301078796
Jakarta Indonesia Monrovia Liberia Liberia 0.6933490037918091
Jakarta Indonesia Montevideo Uruguay Uruguay 0.6233242750167847
Jakarta Indonesia Moscow Russia Russia 0.8506138324737549
Jakarta Indonesia Muscat Oman Oman 0.6286714673042297
Jakarta Indonesia Nairobi Kenya Kenya 0.8419439792633057
Jakarta Indonesia Nassau Bahamas Nassau_County 0.6059815883636475
Jakarta Indonesia Niamey Niger Niger 0.6493031978607178
Jakarta Indonesia Nicosia Cyprus Cyprus 0.7093518376350403
Jakarta Indonesia Nouakchott Mauritania Mauritania 0.7404745221138
Jakarta Indonesia Nuuk Greenland Norway 0.5480167865753174
Jakarta Indonesia Oslo Norway Norway 0.7201530933380127
Jakarta Indonesia Ottawa Canada Canada 0.6974403858184814
Jakarta Indonesia Paramaribo Suriname Suriname 0.694652795791626
Jakarta Indonesia Paris France France 0.7256996035575867
Jakarta Indonesia Podgorica Montenegro Croatia 0.7067243456840515
Jakarta Indonesia Quito Ecuador Ecuador 0.776613712310791
Jakarta Indonesia Rabat Morocco Morocco 0.7186831831932068
Kabul Afghanistan Kampala Uganda Uganda 0.7134675979614258
Kabul Afghanistan Kathmandu Nepal Nepal 0.6832293272018433
Kabul Afghanistan Khartoum Sudan Sudan 0.762747049331665
Kabul Afghanistan Kiev Ukraine Ukraine 0.7175671458244324
Kabul Afghanistan Kigali Rwanda Rwanda 0.7217478156089783
Kabul Afghanistan Kingston Jamaica Cornwall 0.4818117618560791
Kabul Afghanistan Libreville Gabon Gabon 0.5948578119277954
Kabul Afghanistan Lilongwe Malawi Malawi 0.5983626842498779
Kabul Afghanistan Lima Peru Peru 0.5107142925262451
Kabul Afghanistan Lisbon Portugal Lion_Bertie_Auld 0.5770018100738525
Kabul Afghanistan Ljubljana Slovenia Slovenian 0.5623900890350342
Kabul Afghanistan London England EURASIAN_NATURAL_RESOURCES_CORP. 0.5547585487365723
Kabul Afghanistan Luanda Angola Angola 0.638797402381897
Kabul Afghanistan Lusaka Zambia Zambia 0.6316959857940674
Kabul Afghanistan Madrid Spain Spain 0.6156004667282104
Kabul Afghanistan Managua Nicaragua Nicaragua 0.6694601774215698
Kabul Afghanistan Manama Bahrain Bahrain 0.6284818649291992
Kabul Afghanistan Manila Philippines Philippines 0.6828323602676392
Kabul Afghanistan Maputo Mozambique Mozambique 0.6558375358581543
Kabul Afghanistan Minsk Belarus Belarus 0.6668157577514648
Kabul Afghanistan Mogadishu Somalia Somalia 0.7457102537155151
Kabul Afghanistan Monrovia Liberia Liberia 0.6528878808021545
Kabul Afghanistan Montevideo Uruguay Uruguay 0.5063726902008057
Kabul Afghanistan Moscow Russia Russia 0.7199913263320923
Kabul Afghanistan Muscat Oman Oman 0.48294007778167725
Kabul Afghanistan Nairobi Kenya Uganda 0.672095537185669
Kabul Afghanistan Nassau Bahamas Nassau_County 0.52562415599823
Kabul Afghanistan Niamey Niger Niger 0.6072028875350952
Kabul Afghanistan Nicosia Cyprus Cyprus 0.6152750253677368
Kabul Afghanistan Nouakchott Mauritania Mauritania 0.5827751755714417
Kabul Afghanistan Nuuk Greenland Greenland 0.46110329031944275
Kabul Afghanistan Oslo Norway Norway 0.5757439136505127
Kabul Afghanistan Ottawa Canada Ontario 0.5514492392539978
Kabul Afghanistan Paramaribo Suriname Suriname 0.5591945648193359
Kabul Afghanistan Paris France France 0.6088168621063232
Kabul Afghanistan Podgorica Montenegro Croatia 0.6129025816917419
Kabul Afghanistan Quito Ecuador Ecuador 0.6531983613967896
Kabul Afghanistan Rabat Morocco Morocco 0.583062469959259
Kabul Afghanistan Riga Latvia Latvia 0.5355279445648193
Kampala Uganda Kathmandu Nepal Nepal 0.8205735683441162
Kampala Uganda Khartoum Sudan Sudan 0.8457562923431396
Kampala Uganda Kiev Ukraine Ukraine 0.7978358268737793
Kampala Uganda Kigali Rwanda Rwanda 0.8046166896820068
Kampala Uganda Kingston Jamaica Jamaica 0.5482240915298462
Kampala Uganda Libreville Gabon Gabon 0.7033957242965698
Kampala Uganda Lilongwe Malawi Malawi 0.7672374248504639
Kampala Uganda Lima Peru Peru 0.6672090291976929
Kampala Uganda Lisbon Portugal Portugal 0.6212769746780396
Kampala Uganda Ljubljana Slovenia Slovenian 0.6423840522766113
Kampala Uganda London England Britain 0.6015128493309021
Kampala Uganda Luanda Angola Angolan 0.7274699807167053
Kampala Uganda Lusaka Zambia Zambia 0.8507318496704102
Kampala Uganda Madrid Spain Spain 0.7220896482467651
Kampala Uganda Managua Nicaragua Nicaragua 0.7717270851135254
Kampala Uganda Manama Bahrain Bahrain 0.735896646976471
Kampala Uganda Manila Philippines Philippines 0.7874776721000671
Kampala Uganda Maputo Mozambique Mozambique 0.8090156316757202
Kampala Uganda Minsk Belarus Belarus 0.7624916434288025
Kampala Uganda Mogadishu Somalia Somalia 0.7639687061309814
Kampala Uganda Monrovia Liberia Liberia 0.7395594120025635
Kampala Uganda Montevideo Uruguay Argentina 0.583096981048584
Kampala Uganda Moscow Russia Russia 0.8050898313522339
Kampala Uganda Muscat Oman Oman 0.6128698587417603
Kampala Uganda Nairobi Kenya Kenya 0.8371762037277222
Kampala Uganda Nassau Bahamas Nassau_County 0.6019944548606873
Kampala Uganda Niamey Niger Niger 0.6549758911132812
Kampala Uganda Nicosia Cyprus Cyprus 0.7120464444160461
Kampala Uganda Nouakchott Mauritania Mauritania 0.6890544891357422
Kampala Uganda Nuuk Greenland Sisimiut 0.5368233919143677
Kampala Uganda Oslo Norway Norway 0.6970164775848389
Kampala Uganda Ottawa Canada Canada 0.6691600680351257
Kampala Uganda Paramaribo Suriname Suriname 0.6758506298065186
Kampala Uganda Paris France France 0.7024803161621094
Kampala Uganda Podgorica Montenegro Croatia 0.6597189903259277
Kampala Uganda Quito Ecuador Ecuador 0.7554306387901306
Kampala Uganda Rabat Morocco Morocco 0.6676662564277649
Kampala Uganda Riga Latvia Latvia 0.6627486348152161
Kampala Uganda Rome Italy Italy 0.6388795375823975
Kathmandu Nepal Khartoum Sudan Sudan 0.823604941368103
Kathmandu Nepal Kiev Ukraine Ukraine 0.8321393728256226
Kathmandu Nepal Kigali Rwanda Rwanda 0.7794381380081177
Kathmandu Nepal Kingston Jamaica Jamaica 0.5833876132965088
Kathmandu Nepal Libreville Gabon Gabon 0.7163869738578796
Kathmandu Nepal Lilongwe Malawi Malawi 0.7465436458587646
Kathmandu Nepal Lima Peru Peru 0.6260717511177063
Kathmandu Nepal Lisbon Portugal Portugal 0.6377650499343872
Kathmandu Nepal Ljubljana Slovenia Slovenian 0.67942214012146
Kathmandu Nepal London England Britain 0.6606324315071106
Kathmandu Nepal Luanda Angola Angolan 0.7824075222015381
Kathmandu Nepal Lusaka Zambia Zambia 0.8055977821350098
Kathmandu Nepal Madrid Spain Spain 0.7109296321868896
Kathmandu Nepal Managua Nicaragua Nicaragua 0.7457406520843506
Kathmandu Nepal Manama Bahrain Bahrain 0.7091900110244751
Kathmandu Nepal Manila Philippines Philippines 0.8091572523117065
Kathmandu Nepal Maputo Mozambique Mozambique 0.8150035738945007
Kathmandu Nepal Minsk Belarus Belarus 0.7810626029968262
Kathmandu Nepal Mogadishu Somalia Somalia 0.7709242701530457
Kathmandu Nepal Monrovia Liberia Liberia 0.7480494379997253
Kathmandu Nepal Montevideo Uruguay Uruguay 0.6196863055229187
Kathmandu Nepal Moscow Russia Russia 0.847862958908081
Kathmandu Nepal Muscat Oman Oman 0.6372330188751221
Kathmandu Nepal Nairobi Kenya Kenya 0.8524203300476074
Kathmandu Nepal Nassau Bahamas Nassau_County 0.6358362436294556
Kathmandu Nepal Niamey Niger Niger 0.6608315706253052
Kathmandu Nepal Nicosia Cyprus Cyprus 0.6754281520843506
Kathmandu Nepal Nouakchott Mauritania Mauritania 0.704353928565979
Kathmandu Nepal Nuuk Greenland Norway 0.5241526961326599
Kathmandu Nepal Oslo Norway Norway 0.7059898972511292
Kathmandu Nepal Ottawa Canada Canada 0.6575750708580017
Kathmandu Nepal Paramaribo Suriname Suriname 0.6948976516723633
Kathmandu Nepal Paris France France 0.7408803105354309
Kathmandu Nepal Podgorica Montenegro Serbia 0.6841614246368408
Kathmandu Nepal Quito Ecuador Ecuador 0.7293218970298767
Kathmandu Nepal Rabat Morocco Morocco 0.6850903034210205
Kathmandu Nepal Riga Latvia Latvia 0.7311773896217346
Kathmandu Nepal Rome Italy Italy 0.6171364784240723
Kathmandu Nepal Roseau Dominica Warroad 0.5395219326019287
Khartoum Sudan Kiev Ukraine Ukraine 0.8231669664382935
Khartoum Sudan Kigali Rwanda Rwanda 0.7737671136856079
Khartoum Sudan Kingston Jamaica Jamaica 0.5080690979957581
Khartoum Sudan Libreville Gabon Gabon 0.674202561378479
Khartoum Sudan Lilongwe Malawi Malawi 0.7111823558807373
Khartoum Sudan Lima Peru Peru 0.6453107595443726
Khartoum Sudan Lisbon Portugal Lion_Bertie_Auld 0.6308550238609314
Khartoum Sudan Ljubljana Slovenia Slovenian 0.6310855746269226
Khartoum Sudan London England EURASIAN_NATURAL_RESOURCES_CORP. 0.5775797963142395
Khartoum Sudan Luanda Angola Angolan 0.7125608921051025
Khartoum Sudan Lusaka Zambia Zambia 0.7756518125534058
Khartoum Sudan Madrid Spain Spain 0.6796832084655762
Khartoum Sudan Managua Nicaragua Nicaragua 0.7474112510681152
Khartoum Sudan Manama Bahrain Bahrain 0.6836577653884888
Khartoum Sudan Manila Philippines Philippines 0.7949472665786743
Khartoum Sudan Maputo Mozambique Mozambique 0.8080575466156006
Khartoum Sudan Minsk Belarus Belarus 0.7407304048538208
Khartoum Sudan Mogadishu Somalia Somalia 0.80303955078125
Khartoum Sudan Monrovia Liberia Liberia 0.7243584394454956
Khartoum Sudan Montevideo Uruguay Uruguay 0.5751704573631287
Khartoum Sudan Moscow Russia Russia 0.8106377124786377
Khartoum Sudan Muscat Oman Oman 0.5915462374687195
Khartoum Sudan Nairobi Kenya Kenya 0.7856088280677795
Khartoum Sudan Nassau Bahamas Nassau_County 0.6243658661842346
Khartoum Sudan Niamey Niger Niger 0.6500582695007324
Khartoum Sudan Nicosia Cyprus Cyprus 0.6631640195846558
Khartoum Sudan Nouakchott Mauritania Mauritania 0.66774582862854
Khartoum Sudan Nuuk Greenland Tasiilaq 0.5101250410079956
Khartoum Sudan Oslo Norway Norway 0.6588987112045288
Khartoum Sudan Ottawa Canada Canada 0.6338125467300415
Khartoum Sudan Paramaribo Suriname Suriname 0.658786952495575
Khartoum Sudan Paris France France 0.6400853991508484
Khartoum Sudan Podgorica Montenegro Montenegro 0.6768394708633423
Khartoum Sudan Quito Ecuador Ecuador 0.7585369944572449
Khartoum Sudan Rabat Morocco Morocco 0.6435216665267944
Khartoum Sudan Riga Latvia Latvia 0.627504825592041
Khartoum Sudan Rome Italy Italy 0.5956716537475586
Khartoum Sudan Roseau Dominica Waseca 0.5379869341850281
Khartoum Sudan Santiago Chile Rosario 0.6315457820892334
Kiev Ukraine Kigali Rwanda Rwanda 0.762229323387146
Kiev Ukraine Kingston Jamaica Jamaica 0.545914888381958
Kiev Ukraine Libreville Gabon Gabon 0.6908223628997803
Kiev Ukraine Lilongwe Malawi Botswana 0.6923497915267944
Kiev Ukraine Lima Peru Peru 0.6112920045852661
Kiev Ukraine Lisbon Portugal Portugal 0.6093525886535645
Kiev Ukraine Ljubljana Slovenia Slovenia 0.6856889724731445
Kiev Ukraine London England Britain 0.6762884855270386
Kiev Ukraine Luanda Angola Angolan 0.7146009802818298
Kiev Ukraine Lusaka Zambia Zambia 0.7818478345870972
Kiev Ukraine Madrid Spain Spain 0.7612805366516113
Kiev Ukraine Managua Nicaragua Nicaragua 0.7315232753753662
Kiev Ukraine Manama Bahrain Bahrain 0.7348488569259644
Kiev Ukraine Manila Philippines Philippines 0.8147975206375122
Kiev Ukraine Maputo Mozambique Mozambique 0.7778429388999939
Kiev Ukraine Minsk Belarus Belarus 0.8167906999588013
Kiev Ukraine Mogadishu Somalia Somalia 0.7700974941253662
Kiev Ukraine Monrovia Liberia Liberia 0.7114869356155396
Kiev Ukraine Montevideo Uruguay Uruguay 0.6041312217712402
Kiev Ukraine Moscow Russia Russia 0.8876911997795105
Kiev Ukraine Muscat Oman Oman 0.6224254369735718
Kiev Ukraine Nairobi Kenya Kenya 0.8114420175552368
Kiev Ukraine Nassau Bahamas Nassau_County 0.6306265592575073
Kiev Ukraine Niamey Niger Mauritania 0.6382172107696533
Kiev Ukraine Nicosia Cyprus Cyprus 0.6974990367889404
Kiev Ukraine Nouakchott Mauritania Mauritania 0.7018072009086609
Kiev Ukraine Nuuk Greenland Norway 0.518059492111206
Kiev Ukraine Oslo Norway Norway 0.6997383236885071
Kiev Ukraine Ottawa Canada Canada 0.6889111399650574
Kiev Ukraine Paramaribo Suriname Suriname 0.7010411620140076
Kiev Ukraine Paris France France 0.7341549396514893
Kiev Ukraine Podgorica Montenegro Serbia 0.7123301029205322
Kiev Ukraine Quito Ecuador Ecuador 0.7391434907913208
Kiev Ukraine Rabat Morocco Morocco 0.6630616188049316
Kiev Ukraine Riga Latvia Latvia 0.7324942946434021
Kiev Ukraine Rome Italy Italy 0.648931622505188
Kiev Ukraine Roseau Dominica Warroad 0.5532941818237305
Kiev Ukraine Santiago Chile Rosario 0.6218132972717285
Kiev Ukraine Skopje Macedonia Macedonia 0.8100557923316956
Kigali Rwanda Kingston Jamaica Pembroke 0.4666162431240082
Kigali Rwanda Libreville Gabon Gabon 0.6247949600219727
Kigali Rwanda Lilongwe Malawi Malawi 0.6777799129486084
Kigali Rwanda Lima Peru Peru 0.614492654800415
Kigali Rwanda Lisbon Portugal Lion_Bertie_Auld 0.581584095954895
Kigali Rwanda Ljubljana Slovenia Slovenian 0.6399106979370117
Kigali Rwanda London England Britain 0.594312310218811
Kigali Rwanda Luanda Angola Angola 0.6778695583343506
Kigali Rwanda Lusaka Zambia Zambia 0.7427035570144653
Kigali Rwanda Madrid Spain Spain 0.6600971221923828
Kigali Rwanda Managua Nicaragua Nicaragua 0.7346093058586121
Kigali Rwanda Manama Bahrain Bahrain 0.6900509595870972
Kigali Rwanda Manila Philippines Philippines 0.7394099831581116
Kigali Rwanda Maputo Mozambique Mozambique 0.7663408517837524
Kigali Rwanda Minsk Belarus Belarus 0.7310289144515991
Kigali Rwanda Mogadishu Somalia Somalia 0.7671558856964111
Kigali Rwanda Monrovia Liberia Liberia 0.6803982257843018
Kigali Rwanda Montevideo Uruguay Uruguay 0.5786540508270264
Kigali Rwanda Moscow Russia Russia 0.7590247392654419
Kigali Rwanda Muscat Oman Oman 0.5514837503433228
Kigali Rwanda Nairobi Kenya Kenya 0.770301878452301
Kigali Rwanda Nassau Bahamas Nassau_County 0.564983606338501
Kigali Rwanda Niamey Niger Niger 0.6336876153945923
Kigali Rwanda Nicosia Cyprus Cyprus 0.6682040691375732
Kigali Rwanda Nouakchott Mauritania Mauritania 0.6694731712341309
Kigali Rwanda Nuuk Greenland Greenland 0.5078595876693726
Kigali Rwanda Oslo Norway Norway 0.6315067410469055
Kigali Rwanda Ottawa Canada Canada 0.5985139608383179
Kigali Rwanda Paramaribo Suriname Suriname 0.6108837127685547
Kigali Rwanda Paris France France 0.6265844702720642
Kigali Rwanda Podgorica Montenegro Croatia 0.6622341871261597
Kigali Rwanda Quito Ecuador Ecuador 0.6687986850738525
Kigali Rwanda Rabat Morocco Morocco 0.6673420667648315
Kigali Rwanda Riga Latvia Latvia 0.6373788118362427
Kigali Rwanda Rome Italy Italy 0.5750831365585327
Kigali Rwanda Roseau Dominica Warroad 0.5601770281791687
Kigali Rwanda Santiago Chile Peru 0.5903620719909668
Kigali Rwanda Skopje Macedonia Macedonia 0.80563884973526
Kigali Rwanda Sofia Bulgaria Bulgaria 0.6832294464111328
Kingston Jamaica Libreville Gabon Gabon 0.5768964290618896
Kingston Jamaica Lilongwe Malawi Malawi 0.6563474535942078
Kingston Jamaica Lima Peru Peru 0.5996983051300049
Kingston Jamaica Lisbon Portugal Portugal 0.5813764333724976
Kingston Jamaica Ljubljana Slovenia Slovenian 0.5779455900192261
Kingston Jamaica London England Britain 0.5603502988815308
Kingston Jamaica Luanda Angola Angolan 0.669583261013031
Kingston Jamaica Lusaka Zambia Zambia 0.7087939977645874
Kingston Jamaica Madrid Spain Spain 0.6433218121528625
Kingston Jamaica Managua Nicaragua Nicaragua 0.6332054138183594
Kingston Jamaica Manama Bahrain Bahrain 0.6675518155097961
Kingston Jamaica Manila Philippines Philippines 0.6755819320678711
Kingston Jamaica Maputo Mozambique Mozambique 0.6821451187133789
Kingston Jamaica Minsk Belarus Belarus 0.6190769672393799
Kingston Jamaica Mogadishu Somalia Somalia 0.6068630814552307
Kingston Jamaica Monrovia Liberia Liberia 0.6528266072273254
Kingston Jamaica Montevideo Uruguay Uruguay 0.5486307144165039
Kingston Jamaica Moscow Russia Russia 0.6585276126861572
Kingston Jamaica Muscat Oman Oman 0.5421653985977173
Kingston Jamaica Nairobi Kenya Kenya 0.7376397848129272
Kingston Jamaica Nassau Bahamas Barbados 0.6320421099662781
Kingston Jamaica Niamey Niger Bamako 0.5538833141326904
Kingston Jamaica Nicosia Cyprus Cyprus 0.6109648942947388
Kingston Jamaica Nouakchott Mauritania Mauritania 0.577795147895813
Kingston Jamaica Nuuk Greenland Trinidad 0.4509633779525757
Kingston Jamaica Oslo Norway Oslo_Norway 0.5548839569091797
Kingston Jamaica Ottawa Canada Canada 0.609588086605072
Kingston Jamaica Paramaribo Suriname Suriname 0.6126374006271362
Kingston Jamaica Paris France France 0.5429748892784119
Kingston Jamaica Podgorica Montenegro Montenegrin 0.612105131149292
Kingston Jamaica Quito Ecuador Bolivia 0.640549898147583
Kingston Jamaica Rabat Morocco Morocco 0.587129533290863
Kingston Jamaica Riga Latvia Latvia 0.5966388583183289
Kingston Jamaica Rome Italy Italy 0.518735408782959
Kingston Jamaica Roseau Dominica St._Kitts 0.5276573896408081
Kingston Jamaica Santiago Chile Alcántara 0.604494571685791
Kingston Jamaica Skopje Macedonia Macedonia 0.605786144733429
Kingston Jamaica Sofia Bulgaria Bulgaria 0.6323505640029907
Kingston Jamaica Stockholm Sweden Sweden 0.5712167024612427
Libreville Gabon Lilongwe Malawi Malawi 0.6873878240585327
Libreville Gabon Lima Peru Peru 0.5892277956008911
Libreville Gabon Lisbon Portugal Lion_Bertie_Auld 0.5914863348007202
Libreville Gabon Ljubljana Slovenia Slovenia 0.6340126991271973
Libreville Gabon London England Britain 0.5521628856658936
Libreville Gabon Luanda Angola Angola 0.6655552387237549
Libreville Gabon Lusaka Zambia Zambia 0.7293127775192261
Libreville Gabon Madrid Spain Spain 0.676673948764801
Libreville Gabon Managua Nicaragua Nicaragua 0.678260326385498
Libreville Gabon Manama Bahrain Bahrain 0.7111390829086304
Libreville Gabon Manila Philippines Philippines 0.7043641805648804
Libreville Gabon Maputo Mozambique Mozambique 0.7391586303710938
Libreville Gabon Minsk Belarus Belarus 0.7028733491897583
Libreville Gabon Mogadishu Somalia Somalia 0.7029076218605042
Libreville Gabon Monrovia Liberia Liberia 0.6551746129989624
Libreville Gabon Montevideo Uruguay Uruguay 0.5782583951950073
Libreville Gabon Moscow Russia Russia 0.7564668655395508
Libreville Gabon Muscat Oman Oman 0.5960216522216797
Libreville Gabon Nairobi Kenya Kenya 0.7303242683410645
Libreville Gabon Nassau Bahamas Nassau_County 0.5552569031715393
Libreville Gabon Niamey Niger Niger 0.6541615128517151
Libreville Gabon Nicosia Cyprus Cyprus 0.6504871845245361
Libreville Gabon Nouakchott Mauritania Mauritania 0.7009226083755493
Libreville Gabon Nuuk Greenland Norway 0.5010533332824707
Libreville Gabon Oslo Norway Norway 0.674747109413147
Libreville Gabon Ottawa Canada Canada 0.555255651473999
Libreville Gabon Paramaribo Suriname Suriname 0.6602140665054321
Libreville Gabon Paris France France 0.621139407157898
Libreville Gabon Podgorica Montenegro Albania 0.6619967222213745
Libreville Gabon Quito Ecuador Ecuador 0.6813787817955017
Libreville Gabon Rabat Morocco Morocco 0.6385805606842041
Libreville Gabon Riga Latvia Latvia 0.6437819004058838
Libreville Gabon Rome Italy Italy 0.5823318362236023
Libreville Gabon Roseau Dominica Aitkin 0.49604737758636475
Libreville Gabon Santiago Chile Peru 0.5694110989570618
Libreville Gabon Skopje Macedonia Macedonia 0.7395508289337158
Libreville Gabon Sofia Bulgaria Bulgaria 0.696168065071106
Libreville Gabon Stockholm Sweden Sweden 0.6625799536705017
Libreville Gabon Suva Fiji Fiji 0.6421169638633728
Lilongwe Malawi Lima Peru Peru 0.6286916732788086
Lilongwe Malawi Lisbon Portugal Portugal 0.6196106672286987
Lilongwe Malawi Ljubljana Slovenia Slovenian 0.6406223773956299
Lilongwe Malawi London England Britain 0.615380585193634
Lilongwe Malawi Luanda Angola Angolan 0.6672704815864563
Lilongwe Malawi Lusaka Zambia Zambia 0.8180202841758728
Lilongwe Malawi Madrid Spain Spain 0.6913495659828186
Lilongwe Malawi Managua Nicaragua Nicaragua 0.7128413319587708
Lilongwe Malawi Manama Bahrain Bahrain 0.7278541326522827
Lilongwe Malawi Manila Philippines Philippines 0.7183588743209839
Lilongwe Malawi Maputo Mozambique Mozambique 0.7577865123748779
Lilongwe Malawi Minsk Belarus Belarus 0.7328476905822754
Lilongwe Malawi Mogadishu Somalia Somalia 0.7120575904846191
Lilongwe Malawi Monrovia Liberia Liberia 0.6745868921279907
Lilongwe Malawi Montevideo Uruguay Uruguay 0.612548828125
Lilongwe Malawi Moscow Russia Russia 0.73172527551651
Lilongwe Malawi Muscat Oman Oman 0.559110164642334
Lilongwe Malawi Nairobi Kenya Kenya 0.7715175747871399
Lilongwe Malawi Nassau Bahamas Nassau_County 0.571683406829834
Lilongwe Malawi Niamey Niger Niger 0.6490788459777832
Lilongwe Malawi Nicosia Cyprus Cyprus 0.6455021500587463
Lilongwe Malawi Nouakchott Mauritania Mauritania 0.6957415342330933
Lilongwe Malawi Nuuk Greenland Norway 0.5212104320526123
Lilongwe Malawi Oslo Norway Norway 0.6938490867614746
Lilongwe Malawi Ottawa Canada Canada 0.608184814453125
Lilongwe Malawi Paramaribo Suriname Suriname 0.6626648902893066
Lilongwe Malawi Paris France France 0.6555260419845581
Lilongwe Malawi Podgorica Montenegro Montenegro 0.6491089463233948
